,identifier,scroll_id,panel_id,animal_label,myth_label,tree_label,image_path,text
30,scroll_011_panel_03,2_11,3,0,1,1,/workspace/folk/all_data/s2_11/img/s3.jpg,"In her plight, she made her way to Brahma to ask for a boon On her arrival, Brahma met his aunt If you want to escape to your parents, do so But there sits the old man with trishul in his hand From yonder the city of Narod begins"
31,scroll_011_panel_04,2_11,4,0,1,1,/workspace/folk/all_data/s2_11/img/s4.jpg,"Narod went to see his uncle Shiva asked him for advice ""How do I get your aunt back to Kailash?"" ""There is a way out, uncle If you are willing to disguise yourself as a tiger"""
32,scroll_011_panel_05,2_11,5,1,1,1,/workspace/folk/all_data/s2_11/img/s5.jpg,"""You will meet aunt in beauty and intellect"" So Shiva disguised himself as a tiger And waited by the roadside What is to fear? Karthik Ganesh fear not To go to my parents place I have transport Starching my saree and dressing neatly I will head to my parents"
33,scroll_011_panel_06,2_11,6,0,1,1,/workspace/folk/all_data/s2_11/img/s6.jpg,"""Bom bom"" said Shiva and escaped into the jungle He told Narod that his advice did not work And he was unlucky If it were more audible, your aunt would have ridden the tiger"
34,scroll_011_panel_07,2_11,7,0,1,1,/workspace/folk/all_data/s2_11/img/s7.jpg,"""In that case, let me give you another idea"" said Narod ""Can you disguise yourself as bangles made from conch shell? Then, she will wear you and you can meet aunt in beauty and intellect"""
35,scroll_011_panel_08,2_11,8,0,1,1,/workspace/folk/all_data/s2_11/img/s8.jpg,"""Gorur, Gorur"" he started yelling And today too the bird was smoking a pipe ""Can you procure some bangles made from conch shell?"""
36,scroll_011_panel_09,2_11,9,0,0,1,/workspace/folk/all_data/s2_11/img/s9.jpg,"With one wing he created the seas, and another he holds them together Within no time, he got some conch shell bangles for Mahadev Shiva disguised as Sankhari Thakur went with to his in-laws place"
37,scroll_011_panel_10,2_11,10,0,1,0,/workspace/folk/all_data/s2_11/img/s10.jpg,"Come get conch shell bangles, Come get conch shell bangles The disguised Shiva announced three times He was welcomed at his in-laws And all the maidens wanted bangles made from conch shell"
38,scroll_011_panel_11,2_11,11,0,1,0,/workspace/folk/all_data/s2_11/img/s11.jpg,"If all wealth is sold to buy ornaments for Durga, When in plight what shall we eat from Says Ranga, ""Wear these beautiful bangles and go to heaven"" So she sat on a bed made of gold and rested her leg on a silver stool"
39,scroll_011_panel_12,2_11,12,0,1,0,/workspace/folk/all_data/s2_11/img/s12.jpg,"She looked beautiful, wearing conch shell bangles Exactly like the mother of Karthik and Ganesh And thus were united Shiva and Durga In beauty and intellect Laughing, Shiva and Durga went back to Kailash."
40,scroll_012_panel_01,2_12,1,1,1,0,/workspace/folk/all_data/s2_12/img/s1.jpg,
41,scroll_012_panel_02,2_12,2,0,1,0,/workspace/folk/all_data/s2_12/img/s2.jpg,
42,scroll_012_panel_03,2_12,3,1,0,1,/workspace/folk/all_data/s2_12/img/s3.jpg,
43,scroll_012_panel_04,2_12,4,0,0,0,/workspace/folk/all_data/s2_12/img/s4.jpg,
44,scroll_012_panel_05,2_12,5,1,0,0,/workspace/folk/all_data/s2_12/img/s5.jpg,
45,scroll_012_panel_06,2_12,6,1,0,1,/workspace/folk/all_data/s2_12/img/s6.jpg,
46,scroll_012_panel_07,2_12,7,1,0,0,/workspace/folk/all_data/s2_12/img/s7.jpg,
47,scroll_013_panel_01,2_13,1,1,1,0,/workspace/folk/all_data/s2_13/img/s1.jpg,
48,scroll_013_panel_02,2_13,2,1,1,1,/workspace/folk/all_data/s2_13/img/s2.jpg,
49,scroll_013_panel_03,2_13,3,1,1,0,/workspace/folk/all_data/s2_13/img/s3.jpg,
50,scroll_013_panel_04,2_13,4,1,1,1,/workspace/folk/all_data/s2_13/img/s4.jpg,
51,scroll_013_panel_05,2_13,5,1,1,0,/workspace/folk/all_data/s2_13/img/s5.jpg,
52,scroll_013_panel_06,2_13,6,1,0,0,/workspace/folk/all_data/s2_13/img/s6.jpg,
53,scroll_013_panel_07,2_13,7,0,1,0,/workspace/folk/all_data/s2_13/img/s7.jpg,
54,scroll_013_panel_08,2_13,8,1,1,0,/workspace/folk/all_data/s2_13/img/s8.jpg,
55,scroll_013_panel_09,2_13,9,0,1,1,/workspace/folk/all_data/s2_13/img/s9.jpg,
56,scroll_013_panel_10,2_13,10,1,1,0,/workspace/folk/all_data/s2_13/img/s10.jpg,
57,scroll_014_panel_01,2_14,1,1,1,0,/workspace/folk/all_data/s2_14/img/s1.jpg,
58,scroll_014_panel_02,2_14,2,1,0,0,/workspace/folk/all_data/s2_14/img/s2.jpg,
59,scroll_014_panel_03,2_14,3,0,0,0,/workspace/folk/all_data/s2_14/img/s3.jpg,
60,scroll_014_panel_04,2_14,4,0,0,0,/workspace/folk/all_data/s2_14/img/s4.jpg,
61,scroll_014_panel_05,2_14,5,1,0,0,/workspace/folk/all_data/s2_14/img/s5.jpg,
62,scroll_014_panel_06,2_14,6,1,0,0,/workspace/folk/all_data/s2_14/img/s6.jpg,
63,scroll_014_panel_07,2_14,7,0,0,1,/workspace/folk/all_data/s2_14/img/s7.jpg,
64,scroll_014_panel_08,2_14,8,1,0,1,/workspace/folk/all_data/s2_14/img/s8.jpg,
65,scroll_014_panel_09,2_14,9,0,1,1,/workspace/folk/all_data/s2_14/img/s9.jpg,
66,scroll_014_panel_10,2_14,10,0,1,1,/workspace/folk/all_data/s2_14/img/s10.jpg,
67,scroll_014_panel_11,2_14,11,0,1,0,/workspace/folk/all_data/s2_14/img/s11.jpg,
68,scroll_014_panel_12,2_14,12,0,1,0,/workspace/folk/all_data/s2_14/img/s12.jpg,
69,scroll_014_panel_13,2_14,13,0,1,1,/workspace/folk/all_data/s2_14/img/s13.jpg,
70,scroll_014_panel_14,2_14,14,0,1,0,/workspace/folk/all_data/s2_14/img/s14.jpg,
71,scroll_014_panel_15,2_14,15,0,1,0,/workspace/folk/all_data/s2_14/img/s15.jpg,
72,scroll_014_panel_16,2_14,16,0,1,0,/workspace/folk/all_data/s2_14/img/s16.jpg,
73,scroll_015_panel_01,2_15,1,0,1,0,/workspace/folk/all_data/s2_15/img/s1.jpg,
74,scroll_015_panel_02,2_15,2,0,1,1,/workspace/folk/all_data/s2_15/img/s2.jpg,
75,scroll_015_panel_03,2_15,3,0,1,1,/workspace/folk/all_data/s2_15/img/s3.jpg,
76,scroll_015_panel_04,2_15,4,0,1,0,/workspace/folk/all_data/s2_15/img/s4.jpg,
77,scroll_015_panel_05,2_15,5,0,1,0,/workspace/folk/all_data/s2_15/img/s5.jpg,
78,scroll_015_panel_06,2_15,6,0,1,0,/workspace/folk/all_data/s2_15/img/s6.jpg,
79,scroll_015_panel_07,2_15,7,0,1,0,/workspace/folk/all_data/s2_15/img/s7.jpg,
80,scroll_015_panel_08,2_15,8,0,1,0,/workspace/folk/all_data/s2_15/img/s8.jpg,
81,scroll_015_panel_09,2_15,9,0,1,0,/workspace/folk/all_data/s2_15/img/s9.jpg,
82,scroll_015_panel_10,2_15,10,0,1,1,/workspace/folk/all_data/s2_15/img/s10.jpg,
