Text,Image
"Krishna now assumes the form of Krishna Kali.
Ayan Ghosh stands there in deep thought, observing the scene. 
Seeing Radha offering flowers at Kali’s feet
He orders Jotila and Kutila not to disturb Radha. 
And that is how aunt and nephew are united. 

And here I end my recitation.
I, the writer, am Bahar Chitrakar 
And I live in Medinipur.
Ah, Medinipur is where I live.","[[[217 221 230]
  [212 216 225]
  [196 200 209]
  ...
  [240 243 222]
  [230 233 214]
  [234 237 218]]

 [[216 220 229]
  [211 215 224]
  [199 203 212]
  ...
  [224 226 247]
  [209 211 232]
  [207 209 230]]

 [[215 219 228]
  [208 212 221]
  [204 208 217]
  ...
  [160 162 203]
  [148 150 191]
  [140 142 181]]

 ...

 [[147 160 192]
  [141 155 184]
  [153 167 194]
  ...
  [ 43  46  55]
  [ 45  49  58]
  [ 44  48  59]]

 [[132 150 188]
  [131 147 183]
  [140 156 190]
  ...
  [ 40  43  52]
  [ 43  47  56]
  [ 42  46  57]]

 [[205 208 201]
  [200 205 198]
  [203 208 201]
  ...
  [ 45  48  55]
  [ 42  45  52]
  [ 45  48  55]]]"
"(Standing) under a tree, Krishna, played his flute.
Upon hearing the melody, the gopis of Braja can barely keep still.
Some dance, some sing, while the rest chant (the name of) Hari 
With Radha’s name on their lips, the sakhis roll on the ground in ecstasy.
The lord (Krishna) has dressed his turban with a peacock feather.
Garlands from the different flowers of Braja adorn his head.
And atop the variety of Braja garlands, a Bakul flower too is placed.
Golden anklets tinkle on his feet. 
","[[[196 153   0]
  [169 149  60]
  [ 10   6   7]
  ...
  [  5   6   8]
  [  5   6   8]
  [  8   9  11]]

 [[250 209  59]
  [165 147  63]
  [ 10   5   9]
  ...
  [  2   3   7]
  [  2   3   7]
  [  5   6  10]]

 [[249 213  65]
  [121 103  27]
  [  1   0   4]
  ...
  [  0   0   4]
  [  0   0   4]
  [  2   3   7]]

 ...

 [[  3   3  11]
  [  2   2  10]
  [  2   2  12]
  ...
  [ 44  57  11]
  [ 49  62  16]
  [ 60  72  34]]

 [[  2   2  10]
  [  2   2  10]
  [  1   1  11]
  ...
  [ 43  61  19]
  [ 49  67  25]
  [ 58  74  38]]

 [[  2   2  10]
  [  2   2  10]
  [  1   1  11]
  ...
  [ 42  60  18]
  [ 48  66  24]
  [ 57  73  37]]]"
"The Lord hurried to Bidur’s abode.
Raja Duryadhana covered his mouth with a cloth and sniggered 
“Bidur, are you home? O Bidur are you home?
“For three days I have fasted at your abode.” 
Bidur had (layers of) sewn cloth in his home
Which he offered promptly as a seat (for Krishna).
Bidur and the Vaishnavi are absorbed in the adoration of Hari. 
Offering a banana to the Brahmana, they discarded the peel on the floor.
Bidur exclaims, “O mother, If I am reborn as a human
I shall sing praises of Krishna with all my heart.”
","[[[  0   0   8]
  [  1   1   9]
  [  1   1   9]
  ...
  [233 191  81]
  [231 205  69]
  [218 211  97]]

 [[  0   0   8]
  [  2   2  10]
  [  3   3  11]
  ...
  [251 217 110]
  [237 218  89]
  [223 219 111]]

 [[  0   0   8]
  [  2   2  10]
  [  4   4  12]
  ...
  [182 155  78]
  [181 167  70]
  [165 163  86]]

 ...

 [[  0   0  12]
  [  1   1  11]
  [  1   1  11]
  ...
  [  0   0   8]
  [  0   0   7]
  [  0   0   7]]

 [[  2   2  14]
  [  3   3  13]
  [  4   4  14]
  ...
  [  2   2  10]
  [  2   2  10]
  [  1   1   9]]

 [[  2   2  14]
  [  3   3  13]
  [  4   4  14]
  ...
  [  2   2  10]
  [  2   2  10]
  [  1   1   9]]]"
"King Kamsa of Mathura was a tyrannical ruler.
52 crores of sages devoted to 33 crores of gods (assembled). 
Ganga came on a shark, Yama on a Buffalo
Pavana came on a deer; the king was disturbed. 
Govinda, the lord of Dwaraka, came on Garuda. 
Upon an ox came the five-headed Mahadeva.","[[[ 1  2  7]
  [ 3  3 13]
  [ 1  1 13]
  ...
  [ 3  1 12]
  [ 5  3 14]
  [ 4  7 12]]

 [[ 5  6 11]
  [ 4  4 12]
  [ 2  2 14]
  ...
  [ 4  2 13]
  [ 2  0 11]
  [ 2  5 14]]

 [[ 0  1  3]
  [ 0  0  4]
  [ 0  0  7]
  ...
  [ 5  3 14]
  [ 0  0  9]
  [ 6  8 20]]

 ...

 [[ 1  1 13]
  [ 1  1 13]
  [ 1  1 13]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]]

 [[ 1  1 13]
  [ 1  1 13]
  [ 1  1 13]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 2  2 10]]

 [[ 1  1 13]
  [ 1  1 13]
  [ 1  1 13]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 2  2 12]]]"
"(While) the Sun and the Moon rose at Kamsa’s abode
The Lord went to Daivaki’s to be born.
Mother Daivaki, was fast asleep on her bed. 
Standing near her head the Lord caused her to dream.
Mother Daivaki, why do you slumber so deep? 
Govinda seeks shelter in your womb.
“In my womb, my dear, there is no space left.”
In the form of a white fly, (Govinda) crept into her womb.
The first month passed; the second month too.
Upon the tenth day of the tenth month the news spread.
On the eighth lunar day of Bhadra, Govinda was born. 
Daivaki had given birth to Lord Narayana.
","[[[ 2  5 14]
  [ 5  8 17]
  [ 5  8 17]
  ...
  [ 6 11 17]
  [ 3  8 14]
  [ 3  8 14]]

 [[ 0  0  9]
  [ 2  5 14]
  [ 4  7 16]
  ...
  [ 3  8 14]
  [ 1  6 12]
  [ 1  6 12]]

 [[ 0  3 10]
  [ 4  7 14]
  [ 2  5 12]
  ...
  [ 3  6 11]
  [ 1  4  9]
  [ 1  4  9]]

 ...

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  6]
  ...
  [ 1  1  9]
  [ 2  2 10]
  [ 2  2 10]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  6]
  ...
  [ 1  1  9]
  [ 2  2 10]
  [ 2  2 10]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  6]
  ...
  [ 1  1  9]
  [ 2  2 10]
  [ 2  2 10]]]"
"Picking up his son still covered in birth fluid 
Basudeva gently kissed his face
He walked and walked and time went by
The waves of the dark Yamuna (Kalindi) soared in a tumult.
The water, earlier knee-high, rose to the height of a bamboo pole.
Lord Krishna slipped (from his father’s arms) and started floating upon a lotus leaf.
“O what has happened! This wretched fate of mine!
“What a catastrophe I have to deal with at this advanced age of mine.” 
(The Lord) heard Basudeva’s wail and took pity.
Keeping two hands with the river (the child) climbed back on to his lap. 
At the house of Nanda, Krishna was exchanged for a (newborn) baby girl.
That baby girl was brought back and placed on Daivaki’s lap.","[[[ 2  5 14]
  [ 2  5 14]
  [ 2  5 14]
  ...
  [ 6  6  8]
  [ 3  3  5]
  [ 3  3  5]]

 [[ 0  3 12]
  [ 0  3 12]
  [ 1  4 13]
  ...
  [ 4  3  8]
  [ 3  2  7]
  [ 3  2  7]]

 [[ 0  2 11]
  [ 0  2 11]
  [ 0  3 12]
  ...
  [ 2  1  6]
  [ 3  2  7]
  [ 3  2  7]]

 ...

 [[ 2  2 10]
  [ 1  1  9]
  [ 0  0  8]
  ...
  [ 0  0  5]
  [ 0  1  6]
  [ 0  1  6]]

 [[ 1  2  7]
  [ 0  1  6]
  [ 0  0  5]
  ...
  [ 0  0  5]
  [ 2  3  8]
  [ 2  3  8]]

 [[ 1  2  7]
  [ 0  1  6]
  [ 0  0  5]
  ...
  [ 0  0  5]
  [ 2  3  8]
  [ 2  3  8]]]"
"Suckling (at Putana’s breast) Krishna began to drink her milk. 
He suckled again and sucked Putana’s life out.
Screaming with pain, Putana fell dead to the ground
And all the living creatures there dragged her out.","[[[ 0  0 16]
  [ 0  0 15]
  [ 0  1 16]
  ...
  [11 17 17]
  [10 16 16]
  [12 17 21]]

 [[ 0  2 17]
  [ 1  3 18]
  [ 2  4 19]
  ...
  [ 9 15 15]
  [ 9 15 15]
  [ 7 12 16]]

 [[ 1  3 18]
  [ 2  4 19]
  [ 2  4 19]
  ...
  [20 24 25]
  [20 24 25]
  [15 18 23]]

 ...

 [[ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]]

 [[ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]]

 [[ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]
  ...
  [ 1  1  9]
  [ 1  1  9]
  [ 1  1  9]]]"
"The night of Ram (Navami) ended and unaccompanied by their husbands
All the sakhis walked towards the Yamuna for a bath.
Their clothes were all stolen by Govinda
Who played his transverse flute on the Kadam tree.
“O moon-faced friends, I tell you
“Raise your arms and beg for your clothes.” 
Having seen the sakhis naked
He threw their clothes back to them, one by one.

(Krishna) built a boat and ferried Radhika across the river. 
You are such a handsome boatman, (but) your boat is broken.
“It’s not a broken boat O sakhi, but a charioteer’s boat.
“I have carried horses and elephants across, how heavy could you be?
“Sit as you please O sakhi, in front of me or up ahead.
“You may need to scoop out a little water, don’t giggle with shame.
","[[[ 7  6 20]
  [ 5  4 18]
  [ 4  4 16]
  ...
  [ 8  6  9]
  [ 6  4  7]
  [ 5  3  6]]

 [[ 8  8 20]
  [ 5  5 17]
  [ 2  2 14]
  ...
  [ 7  5 10]
  [ 6  4  9]
  [ 6  4  9]]

 [[ 9  9 21]
  [ 5  5 17]
  [ 2  2 12]
  ...
  [ 4  2  7]
  [ 5  3  8]
  [ 5  3  8]]

 ...

 [[ 2  1 15]
  [ 2  1 15]
  [ 2  1 15]
  ...
  [ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]]

 [[ 2  1 15]
  [ 2  1 15]
  [ 2  1 15]
  ...
  [ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]]

 [[ 2  1 15]
  [ 2  1 15]
  [ 2  1 15]
  ...
  [ 1  0  8]
  [ 1  0  8]
  [ 1  0  8]]]"
"Lord Narayan, preserving Radhika’s honour
Took the form of Krishna-Kali in the Nidhu grove. 
Ayan Ghosh wondered as he beheld
Srimati (Radha) offering flowers at the feet of Kali. 
The story of Krishna Leela ends here.
All chant Krishna’s name with love and joy. 
In Medinipur district’s Habichak I reside. 
Singing the song of Krishna Leela for you, I am Jharna Chitrakar.
","[[[  0   0   0]
  [  1   1   1]
  [  1   1   1]
  ...
  [  3   0   0]
  [  9   0   0]
  [ 11   2   0]]

 [[  0   0   4]
  [  2   1   6]
  [  6   5  10]
  ...
  [  7   4  13]
  [  9   2   9]
  [ 11   6  12]]

 [[  4   2  13]
  [  0   0   9]
  [  0   0   9]
  ...
  [  5   1  16]
  [  0   0  12]
  [  0   0  14]]

 ...

 [[100 111  19]
  [ 96 111   8]
  [100 119   4]
  ...
  [ 53   5   3]
  [100  43  34]
  [ 85  37  27]]

 [[141 159  25]
  [153 174  33]
  [174 198  50]
  ...
  [ 50   2   2]
  [ 78  21  12]
  [ 68  20  10]]

 [[135 141  43]
  [106 113  18]
  [ 96 104  19]
  ...
  [ 20   0   0]
  [ 46   8   0]
  [ 44   7   0]]]"
"Hail the vanquisher of poison—Manasa, the grace of this world
Upon a lotus flower the maiden (Manasa) was born. 
She traversed with a bora snake, two- and-a-half kingdoms in length.
The nasty merchant (Chand Sadagar) hurled an oblique glance at her. 
With an oblique gaze (upon Manasa) the merchant wrung his beard angrily.
And this old man leaped around with a hental staff upon his shoulder. 
“Should I get hold of that devious wretch 
“I would smash her hip with a blow of this hental staff.” ","[[[232 128  15]
  [230 135   9]
  [222 134   8]
  ...
  [222 122   0]
  [221 122   5]
  [223 125  16]]

 [[232 129  11]
  [224 130   0]
  [216 126   6]
  ...
  [228 126   0]
  [229 126   5]
  [228 127  13]]

 [[234 134  12]
  [226 134   0]
  [220 125  15]
  ...
  [228 128   8]
  [223 122   6]
  [219 114   5]]

 ...

 [[ 12   0  20]
  [  0   2   0]
  [ 88  41  35]
  ...
  [ 13  14  18]
  [  9  10  15]
  [  7  10  15]]

 [[ 15   3  23]
  [  0   1   0]
  [ 95  48  42]
  ...
  [ 12  13  17]
  [  9  10  15]
  [  8  11  16]]

 [[ 14   2  22]
  [  0   1   0]
  [ 95  48  42]
  ...
  [  8   9  13]
  [ 12  13  18]
  [ 17  20  25]]]"
"Upon hearing such abuse, Bishahari (the vanquisher of poison)
Devoured the six sons of Chand in a fit of rage 
Having devoured the six sons, six brides were widowed. 
Never in his life has the old man (Chand) offered even a handful of flowers (in worship of Manasa).
While others sing songs in her praise in honey-sweet voices
His worship is a constant battle with the One-eyed Wretch (chyang muri kani)
“I still have my youngest son, my precious Lakkhindar.”","[[[ 14  18  21]
  [ 23  27  28]
  [  8  13   9]
  ...
  [ 16  20  23]
  [ 19  26   8]
  [  0  15   4]]

 [[ 20  24  27]
  [ 16  20  21]
  [  2   7   3]
  ...
  [ 26  21  27]
  [ 28  29  21]
  [ 19  29  30]]

 [[ 18  22  25]
  [ 15  19  20]
  [ 14  19  15]
  ...
  [ 23  16  24]
  [ 25  21  22]
  [ 21  27  41]]

 ...

 [[  3   4   9]
  [ 10   9  23]
  [  9   8  26]
  ...
  [  0   9  26]
  [ 19  14   8]
  [172 105  14]]

 [[  5   4   9]
  [  3   1  14]
  [  0   0  14]
  ...
  [  8  17  32]
  [ 22  13   4]
  [169  99   3]]

 [[  4   0   1]
  [  9   3  13]
  [ 13   7  21]
  ...
  [  3   9  21]
  [ 26  13   0]
  [181 107   2]]]"
"Chand goes to the city of Champaknagar to get his son married there.
Amala, the wife of the merchant of Champaknagar
Has named her daughter Behula—the dancer.
Old man Dannadan is sent off to arrange the match.
Having fixed it up, the childless man died.
Following the wedding, Lakkhindar gets ready to go to the nuptial chamber. 
Bearers took the front and back (of the palanquin) upon their shoulders 
While sweet royal melodies flowed from the Mohan-flute.","[[[ 57  36  17]
  [ 28  18  19]
  [ 29  20  23]
  ...
  [ 18  10   7]
  [ 20  32  20]
  [ 15  41  16]]

 [[ 52  31  14]
  [ 31  21  22]
  [ 27  21  23]
  ...
  [ 22  18  17]
  [ 18  28  20]
  [ 23  40  22]]

 [[ 52  31  14]
  [ 33  22  26]
  [ 27  21  21]
  ...
  [  4   8   9]
  [  8  12  11]
  [ 11  16   9]]

 ...

 [[ 33  14  20]
  [ 10   4   8]
  [  9   7  12]
  ...
  [  6   2   3]
  [133 102  48]
  [206 154  34]]

 [[ 31   8  16]
  [ 30   4  15]
  [ 31   0  15]
  ...
  [  5   0  11]
  [ 76  42   5]
  [202 147  47]]

 [[ 16  20  19]
  [ 17  17  19]
  [ 22   9  18]
  ...
  [  3   0   9]
  [ 60  26   0]
  [182 127  27]]]"
"An iron-cast nuptial chamber was built atop Santali hill.
There, Lakhindar, soon fell into a deep sleep. 
Slender as a thread, the snake Kali, sneaked into the room.
Lakkhindar’s beauty made the snake waver. 
Where should I bite this dark and handsome man? 
(But) How would I respond if the gods were to question me? 
With the sun and the moon as its witnesses, it sank its fangs (into Lakkhindar). 
“Wake-up, wake-up merchant Shai’s daughter,” (cried Lakkhindar). 
“Doomed sleep has devoured you, and what devoured me?” 
(She) flung a golden betel nut cracker at the snake
That severed two-and-a-half finger’s length of its tail. 
Writhing in pain, the snake fled. 
Nyara, the servant ran to the trader saying
“Listen O Sir, your son has died.” 
Hearing this news Chand started dancing (in fury).
“Oh, it is good that my boy Lakkhindar has died,” he cried.
Swinging hental staves in both hands, he started dancing.
“How long,” he asks a woman, “for the day to break?”
“Roasted fish I shall eat, along with fermented rice.” 
“You had given me conch shell bangles and saris, (now) take them away (from me).
(And) prepare one banana tree o father- in-law”.
One banana tree was cut into three. 
Upon the raft fastened with bamboo pegs, Behula sailed away.
Floating and drifting, the raft went away. 
(Her) six brothers, in hot pursuit, rushed to meet her.
The brother said, “O dear sister, beloved sister 
“Why are you sailing the waters with that rotten carcass?
“Come back home, we shall look after you. 
“Our six wives shall serve under you.” 
“The house of my parents, o brother, doesn’t suit me anymore.
“One is forever at loggerheads with the sisters-in-law.” 
Having consoled her brothers, she sailed on.
The raft floated up to Gada’s quay. 
Gada doesn’t eat just rice, he catches rui fish (carp) as well.
With swollen legs and a massive hump on his shoulders, Gada 
The one-with-the-fish-hook casts his fishing rod here and there. 
“(Let there be) Ash in your mouth Gada, ash in your mouth.
“I am a servant of mother Manasa, I sail upon these waters.” 
Having cursed Gada, Behula sailed on. 
","[[[31 10 19]
  [24 16 31]
  [20 16 31]
  ...
  [20 16 30]
  [12 22 14]
  [19 33  0]]

 [[28 14 14]
  [12 11 16]
  [16 16 16]
  ...
  [ 9  7 29]
  [11 18 28]
  [24 34 25]]

 [[52 37 30]
  [13  9  8]
  [ 7  8  3]
  ...
  [ 3  5 18]
  [ 8 14 14]
  [18 27  8]]

 ...

 [[11  7  6]
  [21  8 15]
  [21  8 17]
  ...
  [12 14 11]
  [28 31 24]
  [19 23  9]]

 [[11  7  8]
  [23 10 17]
  [16  5 13]
  ...
  [11 13 10]
  [16 17 11]
  [24 26 13]]

 [[ 7  7  7]
  [22  0 12]
  [12  4 15]
  ...
  [13 15 12]
  [15 14 12]
  [23 17 17]]]"
"She sailed avoiding the banks of foxes and dogs.
And many other such banks she went past. 
(Finally) the raft drifted to the quay of Tamluk.
Dhana-Mana—the two boys, were lying on a bed. 
Nitai (Neta), the washerwoman, washed clothes on the river bank of Tamluk.
“The rotting stink spreads about but how can I get rid of it?” (laments Behula).
A white crow has even bitten the head of Lakkhindar.
Two piles of (washed) clothes were put across for drying. 
Behula’s wash was clean and bright. 
Taking the clothes, Behula went to the abode of the gods
And started dancing before Brahma, Vishnu, and Shiva. 
She pleased the gods with her performance. 
“What boon do you want, Behula, tell me?”
“Resurrect my six brothers-in-law and my husband.” 
“This boon I grant you Behula, I grant you this boon.”
A small white boat she decorated with heartfelt joy 
(And) Behula returned home only when her husband was brought back to life. ","[[[ 31  22  25]
  [ 18   7  23]
  [  7   0  22]
  ...
  [219 135  23]
  [ 92  56   4]
  [  5  10  16]]

 [[ 14   5   6]
  [ 16   8  21]
  [ 17   7  31]
  ...
  [215 131  35]
  [ 93  53  17]
  [  5   2  21]]

 [[ 26  21  18]
  [ 11   4  12]
  [ 17  10  26]
  ...
  [234 147  44]
  [114  64  15]
  [ 20   0   0]]

 ...

 [[ 43  30  14]
  [ 26  10  20]
  [ 24  12  24]
  ...
  [ 19  24  20]
  [ 29  29  31]
  [  3   0   5]]

 [[ 41  25  10]
  [ 24   7  17]
  [ 28  14  27]
  ...
  [ 10  13  20]
  [ 18  14  28]
  [ 19  10  29]]

 [[ 46  22  22]
  [ 17   3  16]
  [ 10   8  13]
  ...
  [  1  12  14]
  [ 11  16  22]
  [ 16  10  20]]]"
"Placing a pot under a Champaka tree, (Manasa’s) worship began. 
Since then, Manasa is worshipped in every household.
And with his left hand he (Chand Sadagar) offered flowers to Manasa. 
Since then, Manasa is worshipped in every household. 
This is where I end my poetic offering. 
Medinipur’s Bahar Chitrakar is the name of the author.
O Medinipur is the address. 
","[[[248 127   0]
  [141  79  20]
  [ 22   6   7]
  ...
  [230 125   8]
  [225 120   5]
  [224 118   6]]

 [[253 158  12]
  [137  91  29]
  [  9   0   0]
  ...
  [215 129  18]
  [222 136  17]
  [230 141  21]]

 [[197 134  28]
  [ 98  70  30]
  [ 20  15  19]
  ...
  [ 76  48   9]
  [ 88  55  10]
  [ 98  65  14]]

 ...

 [[198 108  11]
  [196 107   5]
  [192 103   1]
  ...
  [ 19  14   8]
  [ 29  20  11]
  [ 36  23  14]]

 [[178 106   6]
  [194 121  10]
  [201 124  10]
  ...
  [ 98  58   6]
  [111  69  11]
  [123  78  19]]

 [[179 126  14]
  [175 120   0]
  [171 108   0]
  ...
  [202 118   6]
  [204 117   2]
  [216 125  10]]]"
"Madanmohan was a Satyapir devotee.
","[[[ 44  40   0]
  [ 21  19   6]
  [ 29  22  12]
  ...
  [243 193  10]
  [249 196   4]
  [252 199   0]]

 [[ 41  39   0]
  [ 17  17   7]
  [ 19  15   6]
  ...
  [252 202   7]
  [250 196   0]
  [244 186   1]]

 [[ 29  30   0]
  [ 14  16  13]
  [ 16  11   5]
  ...
  [247 193   0]
  [240 183   0]
  [255 193  17]]

 ...

 [[139 132   0]
  [224 182  18]
  [234 141  20]
  ...
  [ 97  94  13]
  [ 18   0   0]
  [ 37   8  26]]

 [[146 159   9]
  [212 137  12]
  [255 111   8]
  ...
  [ 29  13  26]
  [ 43  24  18]
  [ 20   0   0]]

 [[145 157   0]
  [215  98  29]
  [222  99  21]
  ...
  [ 54  51   8]
  [ 17   5   9]
  [ 12   0   6]]]"
" One day, after he had finished his worship, he was summoned by the king, who requested him to offer worship to the river Ganga.  ","[[[207  76   0]
  [232 145  68]
  [105  85  50]
  ...
  [212  75  29]
  [212  69  25]
  [215  81  28]]

 [[227  71   0]
  [197  92  27]
  [ 55  29   2]
  ...
  [213  78  31]
  [212  71  25]
  [216  81  25]]

 [[254  87  34]
  [191  74  30]
  [ 29   0   0]
  ...
  [212  80  32]
  [210  73  21]
  [220  84  22]]

 ...

 [[200  57  15]
  [189  62  17]
  [200  64  16]
  ...
  [ 60  15   9]
  [ 50  20   9]
  [ 34   7   0]]

 [[205  63  27]
  [194  68  28]
  [203  68  23]
  ...
  [ 36  17  10]
  [ 37  26  20]
  [ 15   8   0]]

 [[198  60  14]
  [203  66  22]
  [200  65  10]
  ...
  [ 42   7  13]
  [ 41  16  19]
  [  5  12   4]]]"
"Madanmohan faithfully complied but, as ordained by Satyapir, simply could not find his way back home.","[[[235 206  27]
  [255 226  37]
  [145 113  38]
  ...
  [177  70  16]
  [201  78  18]
  [202  69  13]]

 [[242 209  32]
  [255 218  32]
  [115  91  21]
  ...
  [178  71  15]
  [205  82  22]
  [207  73  20]]

 [[245 207  34]
  [245 208  29]
  [ 85  71  10]
  ...
  [181  74  18]
  [209  86  27]
  [207  72  24]]

 ...

 [[239 210  44]
  [246 205  37]
  [246 193  15]
  ...
  [255 237  38]
  [234 206  36]
  [255 204  31]]

 [[241 213  43]
  [242 201  31]
  [238 188   7]
  ...
  [255 215  29]
  [232 204  42]
  [255 197  24]]

 [[248 203  48]
  [242 193  12]
  [242 187   0]
  ...
  [249 215  32]
  [252 207  52]
  [247 205  23]]]"
"Wandering around, he finally sat down by a pond, tired and disconsolate. After some time, the seven daughters-in-law of Monohar Phansure came there to fetch water. Seeing Manohar, they concluded he must be a prince.  
","[[[ 14   2  24]
  [  2  10   0]
  [  0   5   0]
  ...
  [240 201  22]
  [200 159   5]
  [224 190   5]]

 [[  3   0  23]
  [ 21  36   0]
  [ 40  67   0]
  ...
  [243 204  25]
  [205 164  10]
  [232 198  13]]

 [[  8   3  35]
  [ 75 100  17]
  [130 172  36]
  ...
  [242 203  22]
  [205 165   8]
  [234 200  15]]

 ...

 [[  9   9  21]
  [ 11  10  18]
  [  3   3   5]
  ...
  [214  30   0]
  [227  31   9]
  [130  16   6]]

 [[ 10  11   5]
  [ 10  11   5]
  [  7   8   3]
  ...
  [212  10   0]
  [225  28  12]
  [ 95  15   6]]

 [[ 12  13   7]
  [ 12  13   7]
  [  8   9   4]
  ...
  [216   8   0]
  [223  32  14]
  [ 75  12   0]]]"
" In great excitement, the women rushed back home, leaving their pitchers behind. They informed their father-in-law about the stranger by the pond.  ","[[[ 11  35   9]
  [ 22   3   5]
  [ 34  11  17]
  ...
  [255 201   5]
  [213 172   4]
  [207 175   4]]

 [[ 14  13  19]
  [ 31   8  14]
  [ 34  22  24]
  ...
  [253 195  23]
  [211 170   2]
  [204 168   9]]

 [[ 19  18  23]
  [ 10   1   0]
  [  8   8  16]
  ...
  [254 205   7]
  [214 172  10]
  [208 166  32]]

 ...

 [[199 173  34]
  [251 222  56]
  [255 202  50]
  ...
  [ 11   2   7]
  [ 13   5   3]
  [ 14   2  12]]

 [[191 176  23]
  [249 226  50]
  [238 194  37]
  ...
  [ 11   2   7]
  [ 13   5   3]
  [ 14   2  12]]

 [[194 179  26]
  [249 226  50]
  [253 209  52]
  ...
  [ 11   2   7]
  [ 13   5   3]
  [ 14   2  12]]]"
"Forthwith, Monohar instructed his six sons to fetch the young man home by using the tried and tested ploy used before to tempt previous victims. The sons went to Madan with an offer of marriage to their sister, Rahuti and thus tempted him to return home with them as their brother-in-law. ","[[[212  82  22]
  [209  77  29]
  [ 72  23   0]
  ...
  [252 198   1]
  [253 199   2]
  [253 199   2]]

 [[200  72  27]
  [223  87  39]
  [154  70  26]
  ...
  [252 198   1]
  [253 199   2]
  [253 199   2]]

 [[184  55  26]
  [212  69  25]
  [221  92  35]
  ...
  [253 199   2]
  [253 199   2]
  [253 199   2]]

 ...

 [[149 147   0]
  [ 53  41  27]
  [  1  20  18]
  ...
  [ 56   5   1]
  [ 72  32  30]
  [ 49  26  18]]

 [[120 130   5]
  [ 28  37   8]
  [  5   0   7]
  ...
  [ 46  11   5]
  [ 58  19  24]
  [ 60  29  11]]

 [[116 112   4]
  [  8   4   5]
  [ 18  25   7]
  ...
  [ 43   8   2]
  [ 42   3   8]
  [ 70  39  21]]]"
"Madan agreed and the wedding took place.  On the night of the wedding, Rahuti, on entering the bedroom, was moved by his good looks. She then proceeded to reveal the truth to him.  

Lamenting her fate, she revealed to him that her father and her brothers were robbers who would entice princes to their home by offering marriage to their sister. And with the sword that she always had by her side, she would then kill many a hapless prince.  Subsequently, her father and brothers would help themselves to all the gold, silver and jewels that the prince had with him. She informed Madan that she was sad that a similar fate awaited him.   ","[[[ 37  36  15]
  [ 33  34  20]
  [ 22  21  16]
  ...
  [243 193   8]
  [251 194   1]
  [246 185   0]]

 [[ 35  36  20]
  [ 26  26  16]
  [ 18  17  15]
  ...
  [242 192   7]
  [252 195   2]
  [249 188   0]]

 [[ 34  34  26]
  [ 17  16  12]
  [  9   7  10]
  ...
  [241 191   8]
  [253 196   3]
  [253 192   5]]

 ...

 [[ 85 114  22]
  [ 74  97  17]
  [ 86 102  31]
  ...
  [ 64  67  14]
  [ 69  70  13]
  [ 72  70  19]]

 [[ 81 111  15]
  [ 95 120  26]
  [ 65  77  27]
  ...
  [ 61  64  11]
  [ 72  73  16]
  [ 75  73  22]]

 [[ 87 117  21]
  [ 79 104  10]
  [ 26  38   0]
  ...
  [ 66  69  16]
  [ 76  77  20]
  [ 79  77  26]]]"
"Taking pity on each other, Madan and Rahuti decided to run away to a distant kingdom and in the middle of the night, astride a pakshiraj horse, they made their escape. In the morning, the sisters-in-law   discovered that the room was deserted and raised the alarm. Making magical calculations on a chalk grid, Monohar quickly divined that the couple had fled south and instructed his sons to give chase. ","[[[ 29  30  25]
  [ 31  19  19]
  [ 36  23  17]
  ...
  [241 183  13]
  [237 166   0]
  [255 183  13]]

 [[ 19  10   5]
  [ 31   9  11]
  [ 32  11   8]
  ...
  [245 191  20]
  [253 187   5]
  [255 184  12]]

 [[ 34  17   9]
  [ 48  20  19]
  [ 38   9  11]
  ...
  [243 191  19]
  [255 200  14]
  [251 184   5]]

 ...

 [[118 105   0]
  [ 34  31  12]
  [ 40  59  14]
  ...
  [136 160  12]
  [ 77  99   0]
  [  1  18  10]]

 [[150 132   6]
  [ 45  39   3]
  [ 35  48   0]
  ...
  [140 157   3]
  [106 122  15]
  [ 15  23   8]]

 [[171 152  11]
  [ 62  51   5]
  [ 41  51   0]
  ...
  [137 151   0]
  [126 136  24]
  [ 28  31  10]]]"
